0.019691,0.010459,0.024737,0.027601,0.015639,0.010923,0.014736,0.015099,0.013004,0.018395,0.023911,0.014063,0.013847,0.017485,0.018357,0.013106,0.01484,0.014345,0.01518,0.012878,0.014791,0.013914,0.017988,0.016645,0.013699,0.02295,0.014387,0.011959,0.0168,0.019914,0.01181,0.018581,0.014768,0.026635,0.017737,0.020491,0.014437,0.018976,0.013585,0.0097107,0.011126,0.013781,0.012798,0.011149,0.015323,0.015483,0.021461,0.013819,0.012139,0.011562,0.015913,0.010708,0.013417,0.014994,0.011026,0.01735,0.011829,0.0079467,0.012251,0.010261,0.019486,0.015005,0.012055,0.013564,0.01337,0.019356,0.011605,0.0067923,0.016531,0.01011,0.014208,0.010185,0.014167,0.021018,0.019478,0.01335,0.0095112,0.01406,0.018997,0.013904,0.017232,0.010586,0.018704,0.021583,0.016912,0.015424,0.019697,0.017162,0.023643,0.01467,0.0071019,0.011486,0.017668,0.014462,0.018694,0.01781,0.011301,0.017528,0.022716,0.01699
0.099042,0.06616,0.11115,0.11413,0.085836,0.068927,0.078684,0.0834,0.075751,0.094387,0.11248,0.08796,0.077976,0.088965,0.097328,0.077242,0.084316,0.084637,0.08072,0.076262,0.083203,0.081778,0.099406,0.092298,0.079064,0.1045,0.08444,0.0761,0.086391,0.096907,0.079736,0.095954,0.08664,0.119,0.091265,0.092597,0.084051,0.090885,0.07948,0.07276,0.071413,0.082058,0.080863,0.077417,0.085429,0.085516,0.11257,0.075723,0.077305,0.072437,0.088245,0.07276,0.084935,0.087424,0.070992,0.094073,0.075731,0.060289,0.077,0.066215,0.09776,0.080631,0.071767,0.079032,0.074912,0.097895,0.075008,0.05826,0.08848,0.07112,0.0818,0.070192,0.081163,0.10232,0.097773,0.078747,0.063192,0.083833,0.096227,0.082371,0.087919,0.0667,0.097314,0.099556,0.083993,0.084369,0.097154,0.087604,0.10538,0.083416,0.05604,0.075446,0.089311,0.088268,0.092678,0.093816,0.074956,0.088439,0.10894,0.090259
0.033484,0.03264,0.038467,0.033951,0.038081,0.023942,0.027752,0.034111,0.042862,0.038408,0.03951,0.018244,0.027728,0.038975,0.036687,0.036398,0.036632,0.036994,0.03644,0.036173,0.034348,0.0343,0.036131,0.036331,0.034187,0.026947,0.023226,0.031142,0.033308,0.02725,0.036604,0.035952,0.01967,0.028735,0.044968,0.034917,0.01754,0.023763,0.036284,0.018528,0.036379,0.032878,0.022007,0.036247,0.036816,0.035995,0.038503,0.03629,0.018023,0.024901,0.036435,0.041306,0.031355,0.029745,0.029051,0.027361,0.028679,0.028483,0.019127,0.037726,0.033518,0.035664,0.025072,0.030774,0.026609,0.029409,0.02331,0.038615,0.035818,0.038222,0.035949,0.031777,0.038756,0.037668,0.022209,0.035802,0.030943,0.04212,0.019092,0.032103,0.022024,0.032037,0.02728,0.031909,0.027233,0.031278,0.041441,0.041472,0.033637,0.025822,0.030965,0.035886,0.031801,0.030675,0.038859,0.034769,0.018888,0.037454,0.025025,0.026194
0.13528,0.12232,0.14757,0.13025,0.14377,0.10084,0.12153,0.13093,0.1556,0.13989,0.14965,0.090271,0.11114,0.15032,0.13307,0.14431,0.14296,0.13975,0.1406,0.14374,0.13976,0.13345,0.13609,0.13405,0.13763,0.10875,0.10594,0.1229,0.12878,0.11437,0.13809,0.14183,0.095304,0.11374,0.1683,0.13716,0.084899,0.10624,0.13922,0.093906,0.14156,0.1347,0.094533,0.13771,0.13914,0.14049,0.14372,0.14102,0.090884,0.10264,0.14102,0.14368,0.13118,0.11855,0.12018,0.12251,0.1222,0.11636,0.088269,0.13835,0.12794,0.14113,0.10564,0.12206,0.11343,0.12085,0.098614,0.14216,0.13351,0.13847,0.14044,0.11919,0.14692,0.14221,0.088241,0.133,0.12335,0.15158,0.090488,0.12883,0.085641,0.11968,0.1161,0.12813,0.10811,0.12566,0.15404,0.14758,0.13375,0.10297,0.12672,0.13569,0.12546,0.12635,0.14749,0.13912,0.094893,0.13967,0.10803,0.11276
0.15295,0.15315,0.15177,0.15401,0.15084,0.15242,0.14927,0.15174,0.14876,0.15149,0.1509,0.15225,0.15089,0.14999,0.15261,0.14866,0.1513,0.15158,0.15101,0.153,0.15221,0.15395,0.15357,0.15183,0.15298,0.15428,0.15085,0.15253,0.15267,0.15254,0.15168,0.1482,0.15145,0.14875,0.15066,0.15158,0.14498,0.15381,0.15137,0.15217,0.1522,0.15239,0.1527,0.15299,0.15175,0.15149,0.15076,0.15229,0.15185,0.15434,0.15317,0.14532,0.15467,0.15447,0.1548,0.15467,0.15435,0.15451,0.15168,0.15058,0.15416,0.15369,0.15406,0.15474,0.1539,0.15431,0.15255,0.15184,0.14983,0.15211,0.15174,0.15087,0.14529,0.15269,0.14738,0.15027,0.15505,0.15041,0.15225,0.15388,0.14778,0.15305,0.1527,0.15089,0.14931,0.15345,0.14978,0.15087,0.15357,0.15208,0.1529,0.15092,0.15277,0.15391,0.14955,0.15111,0.1515,0.15334,0.15181,0.15392
0.36763,0.36714,0.36354,0.36887,0.36018,0.36522,0.35844,0.36305,0.35637,0.36273,0.36189,0.36522,0.36141,0.35937,0.36596,0.35742,0.36204,0.36218,0.36127,0.36696,0.36611,0.36887,0.36805,0.36319,0.36672,0.36979,0.36101,0.36518,0.3647,0.36483,0.36269,0.35591,0.36123,0.35657,0.36171,0.36189,0.34779,0.3687,0.3624,0.36479,0.36423,0.3654,0.3664,0.36687,0.36398,0.36185,0.36056,0.3651,0.3637,0.36982,0.36644,0.34944,0.37229,0.37113,0.37176,0.37202,0.37239,0.37061,0.36408,0.35965,0.36963,0.36863,0.36958,0.37186,0.37009,0.37024,0.36516,0.36319,0.35849,0.36458,0.36439,0.36133,0.34963,0.36579,0.35182,0.3608,0.37339,0.35946,0.36506,0.36945,0.35357,0.36667,0.36621,0.36175,0.35929,0.36803,0.35857,0.36092,0.36737,0.36335,0.36577,0.36082,0.3669,0.37002,0.35981,0.36245,0.36337,0.36783,0.36365,0.36929
0.0040819,0.0035554,0.004352,0.003122,0.0032091,0.0029887,0.0038848,0.0041653,0.0044427,0.0046094,0.0033318,0.0037888,0.0041618,0.0044034,0.0041703,0.0035879,0.0034449,0.0044425,0.0036872,0.0040474,0.0038598,0.0044613,0.0054475,0.0039958,0.002725,0.0034038,0.0036564,0.0052088,0.0024178,0.0040926,0.0047828,0.0038715,0.003696,0.0044022,0.0044106,0.0031205,0.0044919,0.0045721,0.0040372,0.0031011,0.0027036,0.0043122,0.0038862,0.0035094,0.0035994,0.0042265,0.003469,0.0036871,0.0039401,0.0030183,0.0039957,0.0039975,0.0046323,0.0044377,0.0052337,0.0038669,0.0040904,0.0024756,0.0049532,0.0028706,0.0045549,0.0038252,0.003949,0.0047488,0.003853,0.0040511,0.0031669,0.0031058,0.0039486,0.0038218,0.0050001,0.0035163,0.0042169,0.0034596,0.0037528,0.0051649,0.0039222,0.004565,0.0042517,0.0045662,0.0047078,0.0047404,0.0035287,0.0038392,0.0039982,0.0034843,0.003469,0.0052099,0.0028917,0.003968,0.0039553,0.0035823,0.0048158,0.0048751,0.0032599,0.0035445,0.0055757,0.004033,0.0028203,0.0033548
0.046818,0.042655,0.047385,0.040533,0.04273,0.041562,0.044494,0.046611,0.047172,0.048632,0.040955,0.044967,0.044561,0.047459,0.045494,0.043958,0.042172,0.047706,0.043337,0.045294,0.044305,0.046141,0.051656,0.044575,0.038183,0.042058,0.043123,0.047913,0.035943,0.046423,0.048732,0.045765,0.042472,0.047586,0.044779,0.04068,0.047338,0.04761,0.045213,0.040472,0.038239,0.045326,0.046429,0.043076,0.042483,0.046014,0.040659,0.044226,0.045087,0.038406,0.044284,0.045599,0.048148,0.048423,0.050221,0.045269,0.045609,0.038424,0.050343,0.039006,0.046677,0.043187,0.044478,0.045614,0.044205,0.043818,0.041055,0.041181,0.045144,0.044768,0.046854,0.043137,0.045789,0.042007,0.044948,0.051836,0.043685,0.047212,0.047332,0.046768,0.04823,0.049175,0.04238,0.041918,0.045585,0.041083,0.042922,0.04933,0.039398,0.044261,0.043482,0.043327,0.050325,0.04863,0.04062,0.043029,0.050735,0.045129,0.037579,0.041605
0.0038057,0.0030384,0.0037329,0.0029141,0.0026346,0.0026284,0.0036708,0.003883,0.0045193,0.0036516,0.0028901,0.0030629,0.0032256,0.0044342,0.0034426,0.0032554,0.0030188,0.0034992,0.0033358,0.0036672,0.0035653,0.0038586,0.003465,0.0036331,0.0025052,0.0027722,0.003167,0.0039564,0.0021823,0.0031984,0.0037969,0.003299,0.002787,0.0039477,0.0042542,0.0029607,0.0045317,0.0036854,0.0035455,0.0031333,0.0025015,0.0038906,0.0031434,0.0032146,0.0036321,0.0033428,0.0028001,0.003434,0.0028525,0.003058,0.0033594,0.0038002,0.0038567,0.0033042,0.004458,0.003222,0.0039747,0.0022819,0.0049311,0.0025874,0.0038464,0.0036146,0.003361,0.0036983,0.0031538,0.0031727,0.002902,0.0029386,0.0039551,0.0031832,0.0049945,0.003093,0.0042181,0.0030585,0.0034218,0.0046185,0.0030258,0.0041598,0.0036548,0.0037407,0.0046301,0.0034498,0.0031622,0.0036335,0.0039697,0.0034881,0.0034648,0.0044858,0.0029112,0.0035705,0.0035997,0.0035563,0.0045168,0.0044823,0.0028068,0.0031533,0.0044372,0.0038895,0.002467,0.0030418
0.045613,0.040183,0.044698,0.039673,0.039716,0.039928,0.043739,0.045259,0.047684,0.044385,0.039017,0.041658,0.040733,0.047491,0.042655,0.042652,0.040255,0.043931,0.041727,0.044071,0.042935,0.043001,0.043486,0.043077,0.037194,0.03938,0.041512,0.043773,0.034764,0.042691,0.044802,0.043212,0.039092,0.045315,0.044122,0.039838,0.046933,0.043966,0.043065,0.040537,0.03735,0.043503,0.042696,0.04209,0.042454,0.042057,0.037964,0.042854,0.039844,0.038624,0.041803,0.045084,0.045,0.042993,0.046528,0.042199,0.04497,0.037061,0.050216,0.037508,0.043428,0.042725,0.041424,0.041411,0.04139,0.040606,0.039782,0.040458,0.045274,0.041897,0.04677,0.041018,0.045826,0.03996,0.043535,0.049096,0.039862,0.045341,0.045002,0.043021,0.047934,0.043852,0.040734,0.041535,0.045479,0.041213,0.04314,0.046253,0.03951,0.042522,0.041923,0.04326,0.048698,0.046994,0.038922,0.041566,0.04629,0.044869,0.035793,0.040374
